MV Number - Based on Word count (S - L),Main Cue,Story,Emotional Intensity,Emotion Aversion,Harm,Self Benefit,Other Benefit,Pre-meditated,Illegality,Social Norm Violation,Socialness,Frequency,Personal Familiarity,General Familiarity,Morally Appropriate,Norm Violation Component,Social Affect Component,Intention Component,Word Count
72,Took Something,I was working at the racetrack in a snack stand. The policy was that any leftover food had to be disposed of. Instead I gave leftover salads to my co-workers and as a result I was fired. ,4.57,4.97,2.70,2.43,4.77,5.13,4.13,3.77,5.67,4.47,2.60,3.70,4.10,-.35,.63,-.38,37
205,Lied,"Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn’t want to go. So I emailed the group saying that I had to work that day, when in reality I didn’t. ",2.73,3.00,2.63,4.60,1.83,5.40,1.90,4.27,5.27,5.30,4.70,5.43,4.10,-.10,-.80,.86,46
24,Regretful,"I had an abortion during my divorce. I am pro-choice, but I think that children are the future and that life is very important. I just couldn’t have a child at that time though. ",6.03,5.57,4.80,4.40,2.33,5.53,2.50,3.73,5.20,4.67,1.53,4.20,4.13,.13,1.29,.49,34
29,Proud,About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn’t have to pay exorbitant amounts for their medications that they needed.,4.03,2.70,3.07,4.87,5.57,6.07,4.93,4.13,6.07,3.50,1.57,2.97,4.20,-.43,-.10,1.88,35
158,Worst Thing,"I found out that I was pregnant for the second time. It was just barely 9 months after I had had my son. I was not financially capable of raising a second child so soon after the first, so I had an abortion.",6.13,5.40,5.03,4.10,2.67,5.63,2.60,4.20,5.33,5.00,1.67,4.53,4.20,.14,1.42,.49,43
177,Regretful,"My grandfather was very sick and had to have an angiogram. My grandmother didn’t know what that type of procedure was, so I told her it was nothing to worry about. My grandfather ended up dying and my grandmother was very surprised and upset. ",6.27,5.80,4.90,2.20,2.27,3.43,1.73,4.00,6.03,4.03,1.93,3.37,4.23,.08,1.82,-1.69,44
51,Tempted,I was in the painting business. My company and I would often go into homes and paint. Once we found a very large sum of money in a house and I was tempted to take it.,3.97,3.23,2.80,3.90,2.93,3.07,3.30,4.07,4.27,3.97,2.40,3.43,4.27,.11,-1.04,-1.02,36
171,Took Something,"I once took a Post-It pad from a job I was working at. I was given a big supply of them and I wasn’t really likely to use them at work. It was just a Post-It pad, so I took one home with me.",1.77,1.83,2.10,4.63,1.53,4.30,3.97,3.20,2.43,5.90,5.00,5.50,4.27,.32,-3.13,-.29,44
245,Doubtful,"During the Vietnam War, I received a ministerial deferment and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter’s office and joined the army without revealing that I had a deferment.",5.07,4.57,2.53,3.77,3.60,5.50,3.23,3.90,4.00,2.30,1.23,2.00,4.30,-.18,-.06,.12,50
79,Lied,I had a boyfriend who was an alcoholic. When I broke things off he was literally stalking me. So I told him that I had cheated on him just to try and get him off my back. ,5.53,5.47,4.00,5.00,2.27,4.87,1.83,3.80,5.70,3.17,1.63,2.97,4.33,-.06,1.14,.55,37
224,Doubtful,I found out that my friend had said some mean things behind my back. I wanted to tell my other friend that this mutual friend of ours had said some mean things about me behind my back. I still haven’t decided if I should tell her or not.,4.93,4.83,3.30,3.37,2.77,4.87,1.77,3.47,5.03,5.03,3.57,4.63,4.47,-.30,.56,-.34,48
265,Hurtful to Someone,"My ex-husband and I were going through some financial difficulties. I asked him to sell a gun to get some extra money for our family, but he refused to sell it. A few years later he sold the gun to buy me diamond earrings and I refused to accept the gift. ",5.37,5.03,3.27,3.03,2.63,4.00,1.73,3.40,5.13,2.60,1.50,2.53,4.50,-.27,.72,-1.02,51
239,Sneaky,"When I knew that I was going to divorce my ex, I started a credit card account in my name that he didn’t know about. I hid away some money that I would save and I would stash it away. This way I would be prepared for the divorce.",4.70,3.70,2.93,5.83,1.77,6.50,2.30,3.67,4.63,4.30,1.60,3.00,4.53,-.17,-.16,1.89,49
123,Sneaky,"I can remember during Christmastime, I used to sneak downstairs to try to look at the gifts before everyone else got up. I’d sneak downstairs and look at my gifts or try to sneak and see what they were putting out.",3.03,1.97,1.77,5.00,1.50,5.37,1.53,3.30,3.40,5.80,4.20,5.47,4.53,-.29,-1.90,.73,41
157,Regretful,"A few years ago my aunt was diagnosed with breast cancer. She swore me to secrecy that I was not to tell my father. So I didn’t tell him, even though he would really want to know that, because I promised my aunt. ",5.73,5.10,3.80,2.60,4.03,5.50,1.80,3.53,5.53,4.10,1.93,3.37,4.57,-.56,1.40,-.20,43
287,Honest,For several years my friend and ex-roommate from college had been acting very strange towards me. She seemed jealous of my art career and my sister’s success as well. One day I was very frank and told her how she was acting—she told me it was because her husband had been beating her.,5.83,5.30,3.67,3.27,3.53,4.10,2.37,3.33,5.90,3.80,2.13,3.50,4.60,-.37,1.31,-.64,54
68,Guilty,There have been several times when I have been walking down the street and a homeless person has asked me for money. I have never given him or her money. I just walk by him or her.,3.43,3.47,3.10,3.00,1.80,4.60,1.57,3.13,5.13,6.03,5.47,5.77,4.60,-.30,-.36,-.56,37
240,Worst Thing,My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn’t want to go. I got angry with her and made her go. ,5.13,5.00,3.10,3.30,4.63,3.23,1.73,3.27,5.63,3.87,2.27,3.30,4.63,-.62,.80,-1.07,49
276,Took Something,I was working at a fast food restaurant and the policy was to throw away the excess food at the end of the night. Even if there was a large quantity of food left over you had to throw it away. Instead my friend and I would take home the extra food.,2.47,2.27,1.70,5.83,3.83,5.53,3.73,3.33,4.27,5.00,3.00,4.27,4.63,-.41,-1.84,1.57,52
54,Qualms,"I was cashing a $1000 check one night when I got robbed at gunpoint. The next time I cashed a check there, I saw a fifty-dollar bill in the parking lot. I took the fifty-dollar bill. ",4.57,4.03,2.77,4.93,2.17,2.47,2.77,3.40,3.17,2.90,1.80,3.03,4.67,.20,-1.24,-1.27,36
274,Worst Thing,"I told my father that my mother had an affair. I believe my mother had already told him about it, so I don’t feel so bad. I did mention it once, and I realized it was not my place to tell him. I never talked to him about it again after that.",5.93,5.63,5.20,2.47,4.10,5.20,2.00,4.17,6.13,3.53,1.73,2.97,4.83,-.31,2.00,-.38,52
180,Guilty,I teach at a bible college where some of my students can’t pay for their classes. So I covered them and told them that they could pay me later. I lied to the school and said that the students had given me the money.,3.93,3.63,2.23,3.27,6.17,5.40,3.03,3.57,6.13,2.63,1.53,2.47,4.87,-1.03,.33,.58,44
118,Compassionate,"I was dating this guy who was having a nervous breakdown. His mother asked me if I would move in with him, cook for him and make sure he was okay. So I moved in with him for a while. ",5.57,4.90,2.20,2.90,5.80,4.57,1.87,2.87,5.80,2.87,1.43,2.67,4.87,-1.15,1.14,-.37,40
130,Guilty,"When I was a kid, my brother used to drink a lot. He’d come to visit for the holidays and get really drunk. So I poured his alcohol down the drain and told him it was our aunt who did it.",4.97,4.60,3.03,4.37,4.43,4.90,2.17,3.70,5.47,3.83,2.03,3.20,4.87,-.60,.62,.45,41
70,Tempted,"A few years ago a woman under the age of eighteen wanted to have sex with me. I wanted to have sex with her and was tempted. Yet, I was too afraid I would go to jail. ",4.70,4.40,2.83,3.90,3.37,4.83,2.33,2.80,5.60,4.70,1.90,4.23,4.87,-.60,.46,.14,37
185,Tempted,"I was very tempted to lie to get into a focus group that was on television shows. My background is in television but they were advertising for people who weren’t in the business. I got recruited to go and almost went, but decided against it. ",3.47,3.60,2.33,2.77,3.00,4.83,2.27,2.87,4.23,3.47,1.97,2.80,4.90,-.50,-.75,-.69,45
241,Compassionate,"When I was younger I stuttered and eventually overcame this problem. Once when I saw another kid at school being made fun of for stuttering, I yelled at the bullies. I slammed the kids up against the wall and told them never to make fun of the boy again.",5.77,4.87,4.30,3.90,4.97,3.47,2.70,3.57,5.90,3.80,2.17,3.37,4.93,-.44,1.14,-.53,49
126,Tempted,"I had a really good friend who had a beautiful wife. I was so tempted to try and start something with her. I didn’t try anything though, because I knew that if I did I would have to face my friend. ",4.53,4.40,2.10,3.13,3.53,5.27,1.83,3.17,4.83,4.43,2.20,3.67,4.97,-.72,.17,-.16,41
184,Regretful,"When my brother was about to marry my ex-sister-in-law, my entire family was against their decision. I approached my brother and asked him if he was sure he wanted to marry this girl. He got angry with me and said of course he did.",5.33,4.93,3.47,2.80,3.73,4.77,1.50,3.73,5.93,4.00,2.50,3.93,4.97,-.61,1.26,-.42,44
138,Tempted,I was tempted to cheat on my girlfriend a few years ago. I met someone else who I became friends with who invited me to go on a trip with her. I almost went but ended up telling her that I couldn’t.,4.83,4.10,2.70,3.83,3.33,4.37,1.53,3.13,5.27,4.43,2.73,3.93,4.97,-.65,.30,-.19,42
106,Tempted,This guy wanted me to go to Columbia with him and bring back some diamonds. I was tempted to go because there were hundreds and thousands of dollars involved. I decided not to go because it seemed a bit questionable. ,3.97,3.60,2.33,4.17,3.33,5.57,2.93,2.87,5.13,2.20,1.50,2.27,5.07,-.62,-.28,.70,40
309,Regretful,"My dad moved to Los Angeles where I lived to reach out to me. His life had always been about him, and he had molested me when I was very little. One day I got this intuition that I would never see him again so I told him that I loved him. He passed away 2 months later. ",6.47,5.13,2.37,3.80,4.27,3.83,2.03,3.03,5.63,2.80,1.53,2.73,5.07,-.80,1.21,-.49,58
43,Honest,"I’m interviewing for different jobs right now, in addition to my part time job. In the interview process, I’ve been tempted to lie about things. But I haven’t because I know employers check an applicant’s credentials.",3.37,3.33,2.03,3.57,2.97,5.17,2.13,2.73,4.17,4.90,2.67,4.30,5.07,-.61,-.95,-.06,36
85,Honest,"One time my brother got caught stealing something when I was with him.  My parents asked me what happened, so I had to rat on him and tell them the truth. He got in a lot of trouble.",4.53,5.10,4.57,3.03,2.77,3.33,2.00,4.00,5.63,4.27,2.43,3.83,5.10,-.04,.71,-1.31,38
146,Hurtful to Someone,"I was in a relationship with my best friend’s cousin. She was really beautiful, but as time went on I became less attracted to her. I tried to tell her I didn’t really want to see her anymore and she flipped out. ",5.27,5.30,4.87,3.97,2.37,5.20,1.37,2.83,5.60,5.03,2.90,4.30,5.10,-.33,1.24,.16,42
82,Tempted,"When I was younger there was an older man who really liked me. He would always buy me flowers, and I was tempted to have a relationship with him. I didn’t though because he was a married man.",4.77,4.47,2.47,3.23,3.57,4.97,2.23,3.37,5.73,4.77,2.20,3.93,5.13,-.69,.62,-.08,38
271,Sneaky,I remember a couple of times my husband and I have brought backpacks with sandwiches and snacks into the movie theater. We do it out of necessity because we don’t have a lot of money and cannot afford theater food. So as soon as the movie starts we take out our snack.,2.57,2.63,2.20,5.47,1.60,6.43,3.10,3.20,3.50,5.57,5.03,5.57,5.17,-.16,-1.86,1.50,52
280,Lied,"When my daughter was about two years old, she heard my wife and I making sexual sounds late at night. She woke up and she came into the room. She didn’t see much of anything but asked what we were doing, so I told her I was having a bad dream about monsters. ",4.03,4.53,2.37,3.63,3.37,2.77,1.53,2.50,5.33,4.67,1.93,3.50,5.20,-.67,-.07,-1.29,53
97,Honest,"A few years ago I decided to move in with the man who became my first husband. When I told my mom she cried. I wanted to be honest, but she was upset that we were moving in together. ",5.37,4.70,3.43,4.13,3.17,5.73,1.67,2.87,5.43,5.27,2.57,4.90,5.20,-.67,.93,.68,39
93,Unfaithful,I was engaged to a man named Rick when I was nineteen. I was going to marry him when I met another man. I realized that I wasn’t ready to get married so I broke things off with Rick. ,5.50,4.80,4.50,4.93,3.60,4.37,1.53,3.87,5.93,4.43,1.97,4.07,5.23,-.39,1.14,.44,39
220,Happy,"I was trying to decide whether or not to move out of the city (away from my ex-husband), with my kids. I couldn’t decide what to do because of varying ramifications with staying and going. Ultimately I took a risk and decided to move me and my kids.",5.80,4.57,3.20,4.80,4.17,5.97,1.90,2.80,6.03,4.30,1.47,3.60,5.27,-.94,1.27,1.39,48
310,Guilty,"In the 2nd grade, my parents would give me money to purchase a hot lunch at school. I used the money not only to purchase a hot lunch but also two ice creams afterwards. I felt really bad so I wrote them a letter explaining how I had used the money that they had given me for lunch. ",4.30,4.40,2.10,4.13,2.80,4.77,1.80,3.20,4.00,4.10,3.17,3.37,5.33,-.50,-.45,-.18,58
270,Sneaky,"At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription. ",2.57,1.60,2.07,5.70,3.60,4.27,2.23,2.40,4.77,4.43,2.63,3.43,5.33,-.80,-1.74,.92,52
169,Hurtful to Someone,I was working at a Christian church with another couple. There was a problem where the husband was stealing money from the church and the wife wasn’t doing anything about it. So I went to the police and pressed charges against the husband. ,5.37,4.63,4.60,3.57,4.53,5.40,1.73,2.90,6.00,2.80,1.87,2.90,5.37,-.79,1.36,.41,43
248,Honest,"I almost lied on a job resume. I put on there that I had this school background that I didn’t and had more skills than I actually did, because I wanted to look better on my resume. In the end I decided to change it back right before I applied.",3.57,4.07,2.13,3.53,2.97,5.13,2.30,3.10,3.40,4.27,2.17,3.80,5.37,-.44,-1.01,-.37,50
197,Compassionate,My children’s father and I had separated. There had been volatile times when we were together and some violence and abuse. There was a time when I set aside all my feelings of angst and the history of our pain and met with him to talk.,6.17,5.30,2.73,4.40,4.20,5.53,1.67,2.67,5.70,4.43,1.73,3.80,5.40,-.99,1.41,.76,46
282,Regretful,After my father became a widower I would try to do things for him. He would ask if I was doing okay and I would always lie and tell him I was even though I wasn’t. But I wanted to make sure that he was happy and wasn’t depressed about losing my mom.,5.97,4.63,2.23,2.80,4.97,5.73,1.53,2.73,5.37,4.90,3.10,3.97,5.43,-1.24,1.18,.12,53
209,Proud,"My husband had a problem with always wanting new computer equipment, what I called “techno-lust”. It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved.",5.03,4.50,2.87,5.13,5.00,5.73,1.80,2.77,5.73,4.40,2.30,3.43,5.50,-1.08,.80,1.41,47
191,Tempted,"I was working with a man professionally in music. At one point he decided that he didn’t want to work with me anymore, which made me resentful. One time after that, I had the opportunity to really embarrass this guy, but I decided not to. ",4.30,4.40,1.90,3.13,3.80,4.20,1.57,2.40,5.20,3.87,2.77,3.43,5.53,-.98,.12,-.70,45
223,Regretful,"A few years ago, I was working at a particular job where a much younger man was working. He was quite a bit younger than I was and he wanted to date me and fool around. I was tempted but I didn’t take him up on his offer.",4.27,3.50,2.07,3.40,2.67,4.47,1.60,2.37,5.00,4.70,2.57,4.07,5.53,-.83,-.25,-.41,48
160,Compassionate,"A few years ago, my cat was very ill. I had just brought home my newborn baby and my cat was becoming progressively sicker. I really didn’t want to, but for the sake of my baby’s health, I put the cat to sleep. ",5.77,5.80,3.20,3.90,4.33,5.10,1.60,2.50,4.33,3.70,1.57,2.90,5.63,-.80,.87,-.15,43
278,Honest,"I was at an office party and the company had decorated a room for a fancy dinner. At the end of the night my friend said that we could take the candles that were on the table. She didn’t know that we weren’t supposed to take the candles, so we returned them. ",2.27,2.83,1.87,2.40,3.33,3.37,2.03,2.57,4.20,3.57,2.33,3.20,5.63,-.70,-1.58,-1.63,52
195,Compassionate,I started writing early in the year to a friend’s brother-in-law.  This guy is in prison and his mother passed away; he was only able to attend her funeral. I helped him out with the funeral and wrote to him to make him feel less alone. ,5.17,2.80,1.47,3.50,5.83,5.17,1.73,2.33,5.60,2.80,1.73,2.60,5.67,-1.60,.28,.52,46
94,Compassionate,"I have cared for my ill husband in the past, and present. We got divorced, but he was very ill and I continued to take care of him. He was someone who really needed help and didn’t have anyone.",6.07,4.20,1.77,2.93,6.30,5.43,1.37,2.40,5.37,3.03,1.87,2.47,5.73,-1.64,1.07,.17,39
165,Virtuous,"One Christmas, my friend Sarah and I wanted to do something nice for someone. So we went to the post office where they had letters to Santa. We read the letters and answered some of the wishes from the kids in the letters. ",4.40,1.60,1.67,4.23,6.07,5.90,1.83,1.97,6.07,3.57,2.07,2.40,5.77,-1.79,-.07,1.59,43
32,Compassionate,There is a stray cat that comes to my door sometimes. I have been feeding the cat and noticed she became very ill. I ordered some antibiotics from the vet and gave them to her.,4.43,2.93,2.10,3.13,4.10,5.00,1.57,2.30,2.73,3.17,2.63,3.40,5.77,-.93,-1.15,-.59,35
237,Virtuous,"I recently moved into a new residence and became really good friends with a woman who lived there named Sheryl. However, whenever I talked to Sheryl she would always talk about other people in a negative way. So I confronted her and told her that I didn’t like it.",4.63,4.33,3.30,4.33,3.90,5.23,1.63,2.70,5.70,4.27,3.33,3.97,5.83,-.91,.62,.63,49
281,Responsible,"The day after I married my ex-husband, his previous girlfriend came to our house and dropped of their three-month-old son. We didn’t see her again for eleven years and I became wife and mom. The child was extremely undernourished and has ADHD, but I took care of him like he was my own. ",6.23,4.40,2.07,3.83,6.17,3.30,1.97,2.80,6.20,2.90,1.33,2.57,5.87,-1.36,1.16,-.43,53
2,Compassionate,"My friend’s son was charged with shooting someone. In reality, he did not shoot the person. I went to every court appearance with my friend in support of her son.",5.73,4.30,2.07,3.40,5.67,5.37,1.87,1.83,5.83,3.37,1.70,2.67,5.93,-1.56,1.07,.39,30
273,Compassionate,My friends and I were going skiing over the Christmas holiday. On our way up we were in a car accident and a small child in another car was killed. I felt so sorry for the mother and tried to comfort her the best I could on the scene of the accident. ,6.63,5.70,4.87,2.57,3.83,1.73,1.93,2.37,6.23,3.33,1.47,3.30,5.93,-.56,1.79,-2.37,52
13,Compassionate,"During my commute through downtown, I see a lot of homeless people. One day I was driving and saw a homeless woman walking her dog. I pulled over and gave her some money. ",4.00,2.40,1.50,3.10,5.30,3.27,1.47,1.83,5.43,4.30,3.27,4.57,5.97,-1.51,-.52,-.84,33
111,Virtuous,"One time at one of my friend’s parties and went to the restroom. While I was in there, I saw a purse lying there, with a wallet inside. I was tempted to take the money inside the wallet but didn’t. ",3.33,3.13,2.00,3.13,5.13,3.27,1.70,2.07,4.30,4.10,3.13,4.30,6.00,-1.15,-1.02,-1.21,40
61,Happy,When I was in my twenties I met a girl who had run away from home. She was 16 and we became very good friends. I convinced her eventually to go back home to her family. ,5.07,2.70,1.80,3.23,5.63,4.30,1.67,2.00,5.83,2.80,1.43,2.30,6.03,-1.61,.27,-.08,36
257,Honest,"When I was getting married, my husband-to-be and I had to sit down with the minister and talk about our vows. I was reluctant to do this because of my past negative experiences with the church.  I had become a pagan.  But I discussed this openly and the minister embraced me. ",5.07,3.67,1.73,4.87,4.67,4.37,1.50,2.13,4.97,3.57,1.90,2.70,6.03,-1.28,-.02,.40,51
311,Virtuous,"At a restaurant, when the waitress returned with my change, I was positive she was $10 short. She disagreed but gave me the $10. I told her that if the register was $10 short tonight I’d give it back to her. When I came back the next day, she said I was wrong so gave her the $10.",3.37,3.17,2.20,3.20,4.83,3.90,1.77,2.27,5.10,2.60,1.97,2.73,6.07,-1.18,-.58,-.65,58
164,Proud,I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him. ,6.50,4.77,1.93,4.90,5.47,5.60,1.43,1.93,5.90,3.60,1.57,2.97,6.07,-1.60,1.42,1.25,43
293,Compassionate,"Three years ago I had a call from a friend of mine who was overseas. His nephew was coming over to the States to go to medical school near me. So when his nephew arrived, I just kind of stopped my life for a few days and did things to make this kid’s life work.",3.57,3.10,1.40,3.23,6.33,4.77,1.40,1.90,5.80,3.27,2.23,3.03,6.10,-1.78,-.10,.14,55
308,Happy,I was friends with a woman who wanted to pursue her acting career. She was going to pawn this ring that was in her family for years. I didn’t want her to pawn the ring so I gave her $200 and said that I would hold on to it for her until she could pay me back.,3.87,2.80,1.77,2.80,5.40,4.23,1.63,1.80,5.27,3.40,1.93,2.93,6.13,-1.52,-.36,-.53,57
183,Compassionate,Just a few weeks ago I got a call from my friend’s niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together. ,3.50,3.07,1.77,2.73,5.60,4.57,1.50,2.03,5.73,4.07,3.03,3.87,6.13,-1.58,-.14,-.29,44
214,Compassionate,I knew a couple and their child through one of those “save-a-child” foundations. The family decided to move to California and I knew they were going to have a really hard time finding work. So I sold a bracelet that I had and sent them the money. ,4.70,2.70,1.67,3.30,6.17,5.47,1.23,1.63,5.97,2.83,1.87,2.93,6.17,-1.93,.39,.67,47
272,Compassionate,"My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.",5.20,3.93,1.83,4.87,5.53,5.57,1.50,1.87,5.70,4.03,1.60,2.73,6.20,-1.62,.62,1.27,52
231,Compassionate,"I was in an automobile accident in the early 80s. It was pouring rain, and I rear-ended a stalled car in the fast lane on the freeway. I helped the woman out of the car and made sure she was alright and cared for her until the paramedics came.",5.27,4.50,3.30,3.57,5.37,2.83,1.67,1.70,5.57,3.60,2.17,3.40,6.23,-1.20,.65,-1.12,49
145,Virtuous,I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes. ,4.50,2.33,1.37,3.33,6.30,3.40,1.27,1.57,5.63,3.00,2.60,3.67,6.23,-1.84,-.23,-.52,42
109,Qualms,"I was helping out a buddy of mine financially. I loaned him a good amount of money, but I expect him to pay me back. I just hope that it will work itself out but, at this point, it hasn’t. ",3.13,3.00,1.70,2.40,5.90,5.23,1.63,2.03,5.53,5.00,4.07,5.03,6.23,-1.65,-.27,-.10,40
289,Proud,"As a lawyer I often tackle cases that are much more challenging, much more difficult than the ability of the client to pay for the services. I just feel that some cases should be done at a reduced rate. So I try and fight for people’s rights even if they cannot pay me fully.",4.70,2.53,1.53,3.67,6.37,5.97,1.63,2.23,6.20,3.17,1.83,3.23,6.27,-1.91,.43,1.26,54
302,Proud,In my last job I got written up for something that I think I should not have been written up for. Then the company wanted me to sign a document basically saying that I agreed with what they had said in the statement. I stuck up for myself and told them I would not sign it.,4.83,4.67,2.23,4.97,2.23,4.33,1.60,2.33,4.50,3.67,2.07,3.33,6.27,-.70,-.11,.01,56
117,Compassionate,"I used to rollerblade to work everyday. On my way to work I used to pass by this homeless woman named Lulu. Sometimes on my way home from work, I would sit and talk with her to keep her company.",4.13,2.17,1.63,4.13,5.67,4.77,1.33,2.17,5.60,3.10,2.60,3.40,6.27,-1.67,-.31,.66,40
199,Compassionate,"About ten years ago, I had a friend who was a musician. She was struggling and wasn’t making any money. We had a nice time together and I enjoyed her company. At that time, I was making money, so I decided to give her some money. ",3.97,2.63,1.40,3.00,6.03,5.40,1.40,1.63,5.70,4.47,3.07,4.03,6.30,-1.89,-.04,.41,46
312,Virtuous,"When I met my husband online, there was a six-month period of time where we were conversing on the phone and online because he lived overseas.  During that period, we got closer and we actually made a promise to each other that we wouldn’t date other people even though we’d never met face to face. We kept our promise. ",5.10,2.13,1.43,5.57,5.60,6.23,1.27,1.83,5.63,3.23,2.20,3.10,6.33,-1.87,.07,2.26,59
268,Honest,"I am a lawyer but I’m not licensed yet because I haven’t taken the bar exam. I went for an interview and the company wanted to know if I would be staying with the firm for ten years or more. I knew I wasn’t going to, so I told them this. ",2.83,3.13,1.63,3.00,4.17,4.47,1.40,1.93,4.97,3.60,2.57,3.27,6.33,-1.31,-.80,-.51,51
48,Reckless,I was in Barcelona with my girlfriend and we were walking down the street. A man grabbed my girlfriend’s backpack and started running down the street. I ran after the robber and he dropped the bag.,4.60,4.00,2.70,4.70,5.60,1.90,1.90,2.23,5.60,3.27,1.90,3.37,6.33,-1.13,-.01,-.97,36
20,Compassionate,A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her. ,5.83,4.53,1.90,3.27,5.30,3.53,1.37,1.67,5.70,4.27,2.47,3.83,6.33,-1.53,.91,-.83,34
99,Compassionate,A couple of weeks ago I passed by a homeless man who was sitting outside. I had this really cold bottle of water with me and it was very hot out. So I gave him the bottle of water. ,3.40,2.07,1.40,2.93,6.03,2.57,1.40,1.53,5.30,3.67,3.40,4.20,6.33,-1.68,-.93,-1.28,39
53,Compassionate,"My next-door neighbor, Beth, was going through some very hard times. I’m not the kind of person to hug people, but one day she came into my apartment very upset. So I gave her a hug. ",4.83,3.03,1.37,3.03,5.50,2.47,1.37,1.70,5.23,4.43,4.23,4.27,6.33,-1.56,-.23,-1.45,36
294,Proud,About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.,2.10,1.80,1.40,2.83,5.93,3.03,1.30,1.77,5.43,3.23,2.73,3.43,6.37,-1.66,-1.33,-1.02,55
301,Honest,"I bought a pair of shoes and the lady was busy, so she charged me the wrong price for the shoes. I didn’t want to cheat her so asked her if she was sure that this was the right price for the shoes. It was the wrong price and she corrected the price and thanked me. ",2.83,2.53,1.43,3.17,5.53,2.77,1.43,1.73,5.07,3.67,3.53,4.03,6.37,-1.50,-1.12,-1.20,56
307,Proud,I was on the beach one day and saw a small dolphin roll up on the beach. I alerted the lifeguard and he said that it happened all the time and it would just die. I decided I would save this dolphin and spent hours helping it get past the break so that it could swim away.,5.40,3.90,1.60,3.93,4.93,3.50,1.43,2.03,2.77,1.97,1.37,2.00,6.40,-1.14,-.80,-1.11,57
154,Compassionate,I worked at a job where I spoke with customers over the phone. One of my customers was in need of help because he was stranded in Romania. I did whatever I could to connect this person to people who could help him.,4.30,2.27,1.70,3.20,6.23,3.87,1.77,1.70,5.67,3.33,1.87,2.53,6.40,-1.75,-.25,-.31,43
221,Tempted,I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn’t want to go to jail. But I ended up calling the bank and told them the error.,4.10,3.97,1.83,3.70,4.97,5.23,1.53,1.73,3.87,2.60,1.83,2.83,6.43,-1.35,-.52,-.01,48
132,Tempted,For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager. ,3.10,2.77,1.60,3.27,4.37,2.83,1.37,1.97,3.90,3.27,2.43,3.50,6.43,-1.15,-1.49,-1.49,41
40,Compassionate,"A few years ago my mom fell. She hurt herself badly. So I moved up to where she lived and took care of her, watched over her and basically helped nurse her back to health. ",5.33,3.23,1.53,3.83,6.57,5.67,1.37,1.53,5.87,4.60,2.40,4.27,6.43,-2.03,.68,1.00,35
291,Proud,"I went to the grocery store and got all of my groceries and went to the checkout. I gave the cashier a twenty-dollar bill and she gave me back too much change. I was really tempted not to tell her about her mistake, but I ended up telling her she gave me too much change.",3.13,3.40,1.57,3.03,5.47,3.23,1.37,1.70,4.80,4.13,3.27,4.40,6.47,-1.47,-.80,-1.19,55
69,Compassionate,"Every year around Thanksgiving and at Christmas too, I go to the downtown area. I help serve food to homeless people. I spend the day at the shelters and serve the food to people who come in.",3.87,2.00,1.33,4.20,6.33,6.30,1.17,1.50,6.30,5.00,3.47,4.97,6.47,-2.16,.04,1.79,37
182,Honest,"A couple of years ago, when I went grocery shopping, I realized that there was a cart in the parking lot that had not been claimed. It was full of groceries. So I brought the cart back inside and gave it to the manager. ",2.53,2.20,1.47,3.03,5.27,2.70,1.43,1.53,3.97,2.57,1.80,2.50,6.50,-1.39,-1.80,-1.55,44
226,Virtuous,I was in a parking lot and found a wallet with some money and an ID. I was near a market so I went down to the market to see if I recognized the person on the ID. I found the woman and gave her back her wallet. ,3.00,2.20,1.30,3.23,6.40,3.10,1.37,1.47,5.47,3.53,2.83,3.77,6.50,-1.81,-.92,-.78,48
196,Compassionate,"When I was living in Detroit I lived next to this wonderful, loving person. She was a single mother of two children, one of whom was severely ill. The whole neighborhood felt very compassionate to her and we helped her with little things around the house.",5.37,2.70,1.47,3.60,6.27,5.40,1.23,1.60,5.97,3.90,2.67,3.87,6.50,-2.04,.57,.81,46
